"Symbol","Name","Stock Exchange","RBICS Economy","Closing Price","Market Value","Sales","Price / Book Value"
"ICHR","Ichor Holdings, Ltd.","NASDAQ","Technology",30.74,1035.56441329471,804.852,1.75306
"STRO","Sutro Biopharma, Inc.","NASDAQ","Healthcare",4.96,406.539724806353,169.359,1.748972
"KALU","Kaiser Aluminum Corporation","NASDAQ","Non-Energy Materials",74.26,1194.62900317681,2976.2,1.748182
"FDBC","Fidelity D & D Bancorp, Inc.","NASDAQ","Finance",50,286.794352531433,111.812,1.7468
"CART","Maplebear Inc.","NASDAQ","Consumer Services",36.35,9480.24888335471,3210,1.746457
"TCMD","Tactile Systems Technology, Inc.","NASDAQ","Healthcare",13.25,317.559401512146,281.544,1.742846
"MU","Micron Technology, Inc.","NASDAQ","Technology",98.91,109675.509967681,21371,1.740574
"TFFP","TFF Pharmaceuticals, Inc.","NASDAQ","Healthcare",2.13,7.38266791431897,0,1.739036
"ALDX","Aldeyra Therapeutics, Inc.","NASDAQ","Healthcare",5.44,323.253239484113,0,1.734447
"SPGC","Sacks Parente Golf, Inc.","NASDAQ","Consumer Cyclicals",3.19,4.65608254320642,1.375,1.73184
"VIRX","Viracta Therapeutics, Inc.","NASDAQ","Healthcare",0.2628,10.3588329821349,0,1.731838
"SKGR","SK Growth Opportunities Corp. Class A","NASDAQ","Finance",11.22,171.627819686744,0,1.729833
"UTHR","United Therapeutics Corporation","NASDAQ","Healthcare",346.67,15423.7567911489,2616.7,1.728336
"WTO","UTime Limited","NASDAQ","Technology",2.1,946.954928309351,24.0066485744997,1.725998
"PCSA","Processa Pharmaceuticals, Inc.","NASDAQ","Healthcare",1.45,4.72256921562882,0,1.724925
"RNW","ReNew Energy Global plc Class A","NASDAQ","Utilities",5.69,2122.58429058667,997.123450390912,1.724683
"XTIA","XTI Aerospace, Inc.","NASDAQ","Technology",0.22765,8.05444835284419,0.652000000000001,1.7226
"TILE","Interface, Inc.","NASDAQ","Consumer Non-Cyclicals",18.85,1099.03230793156,1272.502,1.721748
"RGCO","RGC Resources, Inc.","NASDAQ","Utilities",20.91,213.677072081544,84.004458,1.720038
"TFSL","TFS Financial Corporation","NASDAQ","Finance",13.39,3758.71832360831,737.118019,1.71937
"SUPN","Supernus Pharmaceuticals, Inc.","NASDAQ","Healthcare",34.87,1921.52471004674,630.163,1.718574
"TTEC","TTEC Holdings, Inc.","NASDAQ","Technology",5.11,243.869251519536,2335.291,1.716818
"VMEO","Vimeo, Inc.","NASDAQ","Technology",5.19,860.488186170349,421.083,1.716032
"DECA","Denali Capital Acquisition Corp. Class A","NASDAQ","Finance",11.475,32.29451763849,0,1.713722
"AVNW","Aviat Networks, Inc.","NASDAQ","Technology",27.78,349.063591906552,385.394,1.713241
"GCTK","GlucoTrack Inc","NASDAQ","Healthcare",2.66,14.5726402121155,0,1.708882
"RMR","RMR Group, Inc. Class A","NASDAQ","Finance",25.14,797.561527324797,907.831,1.706941
"CVII","Churchill Capital Corp. VII Class A","NASDAQ","Finance","NA","NA",0,1.706385
"INBS","Intelligent Bio Solutions Inc.","NASDAQ","Healthcare",1.2,3.74045892319913,2.82792409004923,1.705323
"PFG","Principal Financial Group, Inc.","NASDAQ","Finance",79.66,18447.9603796401,15653.6,1.703976
"SAI","SAI.TECH Global Corporation Class A","NASDAQ","Technology",0.851,20.9643430009704,6.776,1.701191
"DSY","Big Tree Cloud Holdings Limited","NASDAQ","Consumer Non-Cyclicals",3.88,221.472530183473,0,1.700018
"BTBD","BT Brands, Inc.","NASDAQ","Consumer Services",1.5,9.29352307319641,14.306676,1.699397
"GLST","Global Star Acquisition, Inc. Class A","NASDAQ","Finance",11.03,44.6740458380559,0,1.696794
"MCAA","Mountain & Company I Acquisition Corporation Class A","NASDAQ","Finance",11.67,164.894446943647,0,1.694989
"AEP","American Electric Power Company, Inc.","NASDAQ","Utilities",99.02,52690.5201302124,19764.6,1.692764
"LGIH","LGI Homes, Inc.","NASDAQ","Consumer Cyclicals",111.26,2614.64103309691,2219.301,1.691853
"HGBL","Heritage Global Inc.","NASDAQ","Finance",1.84,68.7077774304785,55.019,1.691358
"TKNO","Alpha Teknova, Inc.","NASDAQ","Healthcare",5.05,269.18012872753,34.94,1.69
"IVCA","Investcorp India Acquisition Corp. Class A","NASDAQ","Finance",11.47,186.481511051459,0,1.68617
"FNKO","Funko, Inc. Class A","NASDAQ","Consumer Cyclicals",10.6,571.756782246138,1067.536,1.684668
"CALM","Cal-Maine Foods, Inc.","NASDAQ","Consumer Non-Cyclicals",71.38,3480.65769472921,2326.443,1.679993
"GDC","GD Culture Group Limited","NASDAQ","Business Services",5.75,56.0973649024963,-0.282173,1.678905
"HYZN","Hyzon Motors Inc. Class A","NASDAQ","Industrials",0.083,22.5387241177441,10.591,1.67845
"ESCA","Escalade, Incorporated","NASDAQ","Consumer Cyclicals",13.63,189.147630162503,258.694,1.676838
"SPKL","Spark I Acquisition Corp. Class A","NASDAQ","Finance",10.45,171.610711967737,0,1.675136
"BCAB","BioAtla, Inc.","NASDAQ","Healthcare",1.87,90.3878324143207,0,1.673515
"TIPT","Tiptree Inc.","NASDAQ","Finance",19.35,711.878190723255,1893.379,1.671754
"PITA","Heramba Electric PLC","NASDAQ","Finance",2.36,31.2633952497932,0,1.671286
"VUZI","Vuzix Corporation","NASDAQ","Technology",0.8648,57.0469033531735,6.343381,1.670325
"ENLV","Enlivex Therapeutics Ltd.","NASDAQ","Healthcare",1.2,25.0461374698534,0,1.669191
"URBN","Urban Outfitters, Inc.","NASDAQ","Consumer Cyclicals",37.33,3486.59260822914,5320.059,1.669046
"ALTI","AlTi Global, Inc. Class A","NASDAQ","Finance",4.41,616.632028185038,241.217,1.668085
"FANG","Diamondback Energy, Inc.","NASDAQ","Energy",197.28,35193.6578559638,9278,1.667158
"HCSG","Healthcare Services Group, Inc.","NASDAQ","Consumer Non-Cyclicals",11.1,814.55339637115,1684.949,1.665615
"WKSP","Worksport Ltd","NASDAQ","Consumer Cyclicals",0.6198,18.3776363647487,3.732032,1.665419
"SHEN","Shenandoah Telecommunications Company","NASDAQ","Telecommunications",15.3,834.959176363467,299.399,1.665284
"SHYF","Shyft Group, Inc.","NASDAQ","Industrials",14.04,483.85753698491,794.327,1.662327
"TWNK","Hostess Brands, Inc. Class A","NASDAQ","Consumer Non-Cyclicals","NA","NA",1390.019,1.662221
"MCAF","Mountain Crest Acquisition Corp. IV","NASDAQ","Finance","NA","NA",0,1.661539
"FSTR","L. B. Foster Company","NASDAQ","Industrials",18.99,207.948317510511,545.338,1.66095
"HOOD","Robinhood Markets, Inc. Class A","NASDAQ","Finance",20.96,18542.8404837191,2262,1.659401
"XCUR","Exicure, Inc.","NASDAQ","Healthcare",0.38,3.28745752024076,0.5,1.656249
"HHGC","HHG Capital Corp.","NASDAQ","Finance",11.65,58.8390331552273,0,1.651881
"PRPH","ProPhase Labs, Inc.","NASDAQ","Healthcare",2.45,46.7423978366151,17.972,1.651654
"AVTA","Avantax, Inc.","NASDAQ","Finance","NA","NA",488.922,1.651588
"CVAC","CureVac N.V.","NASDAQ","Healthcare",3.37,755.910165065114,70.9721882615454,1.651363
"VSEC","VSE Corporation","NASDAQ","Industrials",91.54,1686.16752224274,974.176,1.650743
"FLD","FTAC Emerald Acquisition Corp. Class A","NASDAQ","Finance",10.92,156.692247226647,0,1.650067
"PLBC","Plumas Bancorp","NASDAQ","Finance",41.22,243.028995825531,88.765,1.648062
"CCRN","Cross Country Healthcare, Inc.","NASDAQ","Healthcare",14.94,505.100604404652,1575.271,1.644456
"GSM","Ferroglobe PLC","NASDAQ","Non-Energy Materials",4.4,826.694463718901,1635.627,1.643748
"TERN","Terns Pharmaceuticals, Inc.","NASDAQ","Healthcare",8.28,582.679459968436,0,1.641181
"RVSN","Rail Vision Ltd.","NASDAQ","Industrials",0.6269,10.334308464026,0.142000000000077,1.639753
"LOVE","Lovesac Company","NASDAQ","Consumer Cyclicals",24.63,383.009715953376,691.715,1.63941
"CYRX","CryoPort, Inc.","NASDAQ","Industrials",9.21,455.087215630047,225.606,1.639254
"PLL","Piedmont Lithium Inc","NASDAQ","Non-Energy Materials",8.78,170.081028114322,66.4756596799042,1.637073
"CVT","Cvent Holding Corp.","NASDAQ","Technology","NA","NA",659.407,1.636884
"ZD","Ziff Davis, Inc.","NASDAQ","Technology",47.1,2107.28904687386,1366.155,1.635507
"THRD","Third Harmonic Bio, Inc.","NASDAQ","Healthcare",13,534.267646789551,0,1.63499
"CENT","Central Garden & Pet Company","NASDAQ","Consumer Cyclicals",40.12,2408.32897666998,3281.118,1.633857
"SNCY","Sun Country Airlines Holdings, Inc.","NASDAQ","Industrials",10.37,547.609446013594,1060.283,1.629593
"EGRX","Eagle Pharmaceuticals, Inc.","NASDAQ","Healthcare",4.7,61.0387607599314,257.551,1.629031
"INDT","INDUS Realty Trust, Inc.","NASDAQ","Finance","NA","NA",51.246,1.628913
"MTC","MMTec, Inc.","NASDAQ","Finance",0.2966,59.0664246268034,0.86993500000022,1.627472
"SAGE","SAGE Therapeutics, Inc.","NASDAQ","Healthcare",8.28,505.49745180691,97.243,1.627389
"JG","Aurora Mobile Ltd. Sponsored ADR Class A","NASDAQ","Technology",3.48,20.5751418802661,40.3770519410128,1.625959
"SYRA","Syra Health Corp. Class A","NASDAQ","Healthcare",1.07,7.06459064272311,7.069566,1.62525
"NHTC","Natural Health Trends Corp.","NASDAQ","Consumer Non-Cyclicals",6.82,78.544395363826,42.978,1.622316
"FUTU","Futu Holdings Ltd. Sponsored ADR Class A","NASDAQ","Finance",61.2,2719.97322405809,1374.19830675957,1.620809
"DXLG","Destination XL Group, Inc.","NASDAQ","Consumer Cyclicals",2.93,170.629505726311,511.862,1.61961
"PFSW","PFSweb, Inc.","NASDAQ","Industrials","NA","NA",301.187,1.618502
"NKLA","Nikola Corporation","NASDAQ","Industrials",7.38,373.407133552228,48.616,1.617907
"POAI","Predictive Oncology Inc","NASDAQ","Healthcare",0.9001,6.00116563618576,1.748456,1.616104
"MNDO","MIND C.T.I. Ltd.","NASDAQ","Telecommunications",1.87,37.7456245240442,21.9941065664411,1.615575
"MCHX","Marchex, Inc. Class B","NASDAQ","Business Services",2,87.364693050293,48.818,1.615279
"VTNR","Vertex Energy, Inc.","NASDAQ","Energy",0.4634,43.3345472560832,3196.539,1.614555
"RCM","R1 RCM Inc","NASDAQ","Healthcare",14.04,5926.41003882946,2379.7,1.61428
"TLS","Telos Corporation","NASDAQ","Technology",3.18,229.776500490163,135.362,1.612397
"UPXI","Upexi, Inc.","NASDAQ","Technology",0.1999,4.17578813304965,77.399529,1.60493
"CLOV","Clover Health Investments Corp. Class A","NASDAQ","Healthcare",3.33,1656.57083779156,1690.203,1.599523
"VIVK","Vivakor, Inc.","NASDAQ","Energy",1.89,55.331140347351,62.388755,1.594846
"HSKA","Heska Corporation","NASDAQ","Healthcare","NA","NA",254.888,1.594387
"PFHD","Professional Holding Corp Class A","NASDAQ","Finance","NA","NA",107.177,1.594172
"DSP","Viant Technology, Inc. Class A","NASDAQ","Technology",11.13,703.405798139521,243.25,1.593263
"ROCC","Ranger Oil Corporation Class A","NASDAQ","Energy","NA","NA",1146.882,1.59207
"FARO","FARO Technologies, Inc.","NASDAQ","Industrials",17.36,338.460510404402,351.982,1.591056
"DLHC","DLH Holdings Corp.","NASDAQ","Healthcare",11.31,160.408501940224,401.038,1.589204
"TNYA","Tenaya Therapeutics, Inc.","NASDAQ","Healthcare",2.9,228.778417099868,0,1.587893
"MCBS","MetroCity Bankshares, Inc.","NASDAQ","Finance",29.8,754.891101583926,224.377,1.586918
"LFVN","LifeVantage Corporation","NASDAQ","Healthcare",8.84,112.272915222253,205.454,1.584624
"FLNT","Fluent, Inc.","NASDAQ","Business Services",2.73,46.0600857710233,263.7,1.5834
"AMWD","American Woodmark Corporation","NASDAQ","Consumer Cyclicals",99.85,1556.40762325293,1847.502,1.58327
"ACGL","Arch Capital Group Ltd.","NASDAQ","Finance",109.49,41174.5710921006,15047,1.582629
"ZYME","Zymeworks Inc.","NASDAQ","Healthcare",11.54,826.472072686465,62.3473354450605,1.581888
"PNT","POINT Biopharma Global Inc.","NASDAQ","Healthcare","NA","NA",243.692676,1.581643
"FSBC","Five Star Bancorp","NASDAQ","Finance",29.55,629.993631405196,194.543,1.580927
"PLBY","PLBY Group, Inc.","NASDAQ","Consumer Cyclicals",0.561,41.4534445068239,125.85,1.580503
"GLUE","Monte Rosa Therapeutics, Inc.","NASDAQ","Healthcare",6.97,427.768581712702,5.759,1.580433
"PLPC","Preformed Line Products Company","NASDAQ","Industrials",120.17,590.47297200279,585.667,1.578801
"ICCC","ImmuCell Corporation","NASDAQ","Healthcare",3.65,28.5907438119011,23.222929,1.578515
"AENT","Alliance Entertainment Holding Corp Class A","NASDAQ","Consumer Cyclicals",1.42,72.3310636404212,1110.681,1.57639
"PCT","PureCycle Technologies Inc","NASDAQ","Business Services",5.97,984.819039639005,0,1.576207
"MTTR","Matterport, Inc. Class A","NASDAQ","Technology",4.43,1413.7508689846,162.275,1.575836
"WTBA","West Bancorporation, Inc.","NASDAQ","Finance",19.81,333.454432214476,185.278,1.575574
"VYGR","Voyager Therapeutics, Inc.","NASDAQ","Healthcare",6.88,375.188784927359,143.769,1.572799
"NTRS","Northern Trust Corporation","NASDAQ","Finance",88.85,17915.5238340182,14725.6,1.571647
"SPRB","Spruce Biosciences, Inc.","NASDAQ","Healthcare",0.4901,20.2424026605463,9.572,1.571281
"ANIK","Anika Therapeutics, Inc.","NASDAQ","Healthcare",25.32,374.653079400108,166.88,1.565004
"IPW","IPOWER, Inc.","NASDAQ","Consumer Cyclicals",1.47,46.0990503890962,90.01617,1.5645
"HPAI","Helport AI Limited","NASDAQ","Technology",5.84,250.436544934535,0,1.563739
"UMPQ","Umpqua Holdings Corporation","NASDAQ","Finance","NA","NA",1362.994,1.562376
"DLPN","Dolphin Entertainment Inc","NASDAQ","Business Services",0.69,15.3292963070479,48.8917,1.561216
"EMCG","Embrace Change Acquisition Corp.","NASDAQ","Finance",11.51,85.4407443156833,0,1.559642
"QURE","uniQure N.V.","NASDAQ","Healthcare",6.12,298.029407879148,27.5730249354006,1.559372
"HLMN","Hillman Solutions Corp.","NASDAQ","Non-Energy Materials",9.7,1903.32997813805,1476.488,1.554876
"ACMR","ACM Research, Inc. Class A","NASDAQ","Technology",18.6,1161.95734569879,693.561,1.554715
"NSPR","InspireMD, Inc.","NASDAQ","Healthcare",2.85,73.2640146535232,6.567,1.553731
"YTRA","Yatra Online, Inc.","NASDAQ","Consumer Services",1.35,83.1281028536786,49.7493761098591,1.55322
"PLMJ","Plum Acquisition Corp. III Class A","NASDAQ","Finance",10.84,110.694818815109,0,1.544725
"TLN","Talen Energy Corp","NASDAQ","Utilities",145.02,7396.23043671274,1626,1.537585
"AGIO","Agios Pharmaceuticals, Inc.","NASDAQ","Healthcare",46.57,2649.51292758388,31.306,1.536212
"MBIN","Merchants Bancorp","NASDAQ","Finance",46.1,2109.42365568914,1369.54,1.532518
"TRS","TriMas Corporation","NASDAQ","Non-Energy Materials",24.85,1010.084585246,912.5,1.528149
"NMRK","Newmark Group, Inc. Class A","NASDAQ","Finance",13.77,2366.28741516892,2529.861,1.521409
"RENE","Cartesian Growth Corp. II Class A","NASDAQ","Finance",11.38,246.041972827966,0,1.521097
"LTBR","Lightbridge Corporation","NASDAQ","Non-Energy Materials",2.74,39.9928433856576,0,1.520923
"VXRT","Vaxart, Inc.","NASDAQ","Healthcare",0.8811,200.396767464654,13.928,1.520573
"SSKN","STRATA Skin Sciences, Inc.","NASDAQ","Healthcare",3.0063,12.5397617251592,32.73,1.5201
"CNTX","Context Therapeutics, Inc.","NASDAQ","Healthcare",2.5,187.495784759521,0,1.519798
"TOYO","TOYO Co., Ltd","NASDAQ","Technology",5.07,233.70541616176,0,1.518597
"CTRN","Citi Trends, Inc.","NASDAQ","Consumer Non-Cyclicals",16.43,141.220730028625,754.542,1.516513
"ANDE","Andersons, Inc.","NASDAQ","Consumer Non-Cyclicals",50.57,1722.84386792954,12362.113,1.515721
"CODA","Coda Octopus Group, Inc.","NASDAQ","Industrials",7.52,84.0655698551382,18.238664,1.515148
"HVBC","HV Bancorp, Inc.","NASDAQ","Finance","NA","NA",33.779,1.515085
"STOK","Stoke Therapeutics, Inc.","NASDAQ","Healthcare",14.18,746.545826384827,15.157,1.513678
"NNBR","NN, Inc.","NASDAQ","Consumer Cyclicals",3.94,197.189364664921,481.166,1.512585
"CSTL","Castle Biosciences, Inc.","NASDAQ","Healthcare",28.85,800.205513090805,287.589,1.511797
"NRIX","Nurix Therapeutics, Inc.","NASDAQ","Healthcare",25.69,1654.74104826989,62.303,1.511422
"ASLE","AerSale Corporation","NASDAQ","Industrials",5.07,268.755768758416,354.547,1.510637
"AMNB","American National Bankshares Inc.","NASDAQ","Finance","NA","NA",138.73,1.510568
"VERY","Vericity, Inc.","NASDAQ","Finance","NA","NA",178.399,1.510268
"AMST","Amesite Inc.","NASDAQ","Business Services",2.31,5.87303611035691,0.262036,1.508478
"ALPP","Alpine 4 Holdings, Inc. Class A","NASDAQ","Non-Energy Materials",0.4041,10.9331308494804,104.19785,1.504509
"INVA","Innoviva, Inc.","NASDAQ","Healthcare",18.94,1184.93371116161,344.296,1.504462
"PRTS","CarParts.com Inc","NASDAQ","Consumer Cyclicals",0.83,47.550687138963,633.818,1.504253
"IQ","iQIYI, Inc. Sponsored ADR Class A","NASDAQ","Technology",2.315,2221.62032256523,4297.88217724664,1.503361
"VIRT","Virtu Financial, Inc. Class A","NASDAQ","Finance",30.66,4778.74381289113,2345.058,1.500771
"AIFF","Firefly Neuroscience, Inc.","NASDAQ","Healthcare",5.043,37.022646492675,7.737224,1.499663
"RDCM","RADCOM Ltd.","NASDAQ","Telecommunications",9.82,151.926364411585,56.2839847336422,1.495681
"ICVX","Icosavax, Inc.","NASDAQ","Healthcare","NA","NA",0,1.495672
"OVLY","Oak Valley Bancorp","NASDAQ","Finance",26.92,225.039227818264,87.522,1.495439
"XGN","Exagen, Inc.","NASDAQ","Healthcare",3.08,53.5500761118783,56.66,1.494735
"PEPG","PepGen Inc.","NASDAQ","Healthcare",9.88,321.986265478863,0,1.494157
"CNXC","Concentrix Corporation","NASDAQ","Technology",71.73,4686.04682376666,8646.838,1.491166
"PFIE","Profire Energy, Inc.","NASDAQ","Industrials",1.66,77.7301329432598,58.012674,1.49046
"ISO","IsoPlexis Corp.","NASDAQ","Healthcare","NA","NA",16.761,1.490069
"CSWC","Capital Southwest Corporation","NASDAQ","Finance",24.79,1161.92963409048,162.691,1.488028
"ALSA","Alpha Star Acquisition Corp.","NASDAQ","Finance",11.785,48.4127657963945,0,1.486182
"NEWT","NewtekOne, Inc.","NASDAQ","Finance",12.88,334.416921611486,300.362,1.485268
"BHRB","Burke Herbert Financial Services Corp","NASDAQ","Finance",66.49,993.690841849588,232.016,1.484562
"ATMV","AlphaVest Acquisition Corporation","NASDAQ","Finance",11.12,77.9103783409505,0,1.484257
"MTLS","Materialise NV Sponsored ADR","NASDAQ","Technology",5.57,329.004236159554,278.31965451019,1.483395
"GDST","Goldenstone Acquisition Ltd.","NASDAQ","Finance",11.22,38.6205988634051,0,1.482487
"NVNO","enVVeno Medical Corporation","NASDAQ","Healthcare",5.52,73.5815993246079,0,1.481588
"FOXA","Fox Corporation Class A","NASDAQ","Consumer Services",41.08,18227.6701583347,13980,1.479856
"GRNQ","Greenpro Capital Corp.","NASDAQ","Business Services",0.91,6.89398986180768,3.25884165436284,1.478734
"BSVN","Bank7 Corp.","NASDAQ","Finance",39.49,368.748156952341,142.795,1.476915
"CRML","Critical Metals Corp.","NASDAQ","Non-Energy Materials",8.8,723.713205383327,0,1.475996
"NWFL","Norwood Financial Corp.","NASDAQ","Finance",26.57,214.828457501106,113.781,1.474045
"WLDN","Willdan Group, Inc.","NASDAQ","Business Services",39.5,552.779629707336,551.9,1.471956
"HCAT","Health Catalyst, Inc.","NASDAQ","Healthcare",7.16,432.966947560082,299.482,1.471214
"HCVI","Hennessy Capital Investment Corp. VI Class A","NASDAQ","Finance",10.64,176.977596560279,0,1.469897
"ARLP","Alliance Resource Partners, L.P.","NASDAQ","Energy",23.97,3069.64560145891,2506.99,1.46771
"MITA","Coliseum Acquisition Corp. Class A","NASDAQ","Finance",11.18,74.0827173266556,0,1.467656
"TRAW","Traws Pharma, Inc.","NASDAQ","Healthcare",0.3672,9.29437987552683,0.226,1.467399
"MLYS","Mineralys Therapeutics, Inc.","NASDAQ","Healthcare",12.05,599.206466622672,0,1.466911
"FARM","Farmer Bros. Co.","NASDAQ","Consumer Non-Cyclicals",2.83,60.1780412281551,218.356,1.464005
"SNEX","StoneX Group Inc.","NASDAQ","Finance",81.18,2580.81664521524,85384.4,1.46154
"ARQQ","Arqit Quantum Inc.","NASDAQ","Technology",0.3774,63.5563305368473,0.740000000001243,1.460015
"RLMD","Relmada Therapeutics Inc","NASDAQ","Healthcare",2.8,84.4877640641116,0,1.459875
"AMRK","A-Mark Precious Metals, Inc.","NASDAQ","Finance",36.77,841.84230425788,10384.766,1.458127
"CMCO","Columbus McKinnon Corporation","NASDAQ","Industrials",33.94,980.199043171211,1017.774,1.457157
"PTSI","P.A.M. Transportation Services, Inc.","NASDAQ","Industrials",17.88,389.274463387563,747.211,1.456334
"RSVR","Reservoir Media, Inc.","NASDAQ","Consumer Services",7.77,505.663313730642,147.335947,1.456331
"INTR","Inter & Co., Inc. Class A","NASDAQ","Finance",7.8,3137.0863462977,1719.61215084916,1.453792
"ALOT","AstroNova, Inc.","NASDAQ","Technology",14.3,107.443968203271,145.628,1.45352
"TETE","Technology & Telecommunication Acquisition Corporation Class A","NASDAQ","Finance",12.08,77.1212461178429,0,1.453272
"RPTX","Repare Therapeutics Inc.","NASDAQ","Healthcare",3.16,134.127878246401,68.683,1.451728
"UAL","United Airlines Holdings, Inc.","NASDAQ","Industrials",42.78,14067.513533528,55635,1.451528
"EWBC","East West Bancorp, Inc.","NASDAQ","Finance",82.62,11451.5615165548,4261.152,1.449462
"BFC","Bank First Corp","NASDAQ","Finance",92.92,930.476486753105,200.098,1.44925
"OCUP","Ocuphire Pharma, Inc.","NASDAQ","Healthcare",1.27,33.2720214233696,16.449,1.446163
"GABC","German American Bancorp, Inc.","NASDAQ","Finance",39.95,1185.6946992336,337.050178,1.444998
"OMCL","Omnicell, Inc.","NASDAQ","Healthcare",45.43,2089.49822547723,1080.449,1.441294
"JANX","Janux Therapeutics, Inc.","NASDAQ","Healthcare",46.39,2419.91100141022,15.127,1.441238
"ABCL","AbCellera Biologics, Inc.","NASDAQ","Healthcare",2.69,792.650285415584,32.8530953065571,1.441104
"CFFS","CF Acquisition Corp. VII Class A","NASDAQ","Finance",11.04,113.492671922297,0,1.440094
"FRPH","FRP Holdings Inc","NASDAQ","Finance",29.34,558.354101529003,41.306,1.438696
"ISRL","Israel Acquisitions Corp. Class A","NASDAQ","Finance",11.12,142.489262239839,0,1.437951
"BHAT","Blue Hat Interactive Entertainment Technology","NASDAQ","Technology",0.5468,31.9321811176765,73.6867330000186,1.437608
"MTEX","Mannatech, Incorporated","NASDAQ","Healthcare",7.55,14.230346240485,122.38,1.437167
"MNRO","Monro Inc","NASDAQ","Consumer Cyclicals",27.08,810.257049337702,1243.003,1.436541
"LMNR","Limoneira Company","NASDAQ","Consumer Non-Cyclicals",24.07,433.524159962166,178.267,1.436465
"RNA","Avidity Biosciences Inc","NASDAQ","Healthcare",44.18,5174.42344028363,10.599,1.432687
"DXPE","DXP Enterprises, Inc.","NASDAQ","Industrials",52.5,828.90745639801,1684.484,1.431415
"ATLC","Atlanticus Holdings Corp.","NASDAQ","Finance",34.75,512.377577781677,1210.726,1.430848
"ROSE","Rose Hill Acquisition Corp. Class A","NASDAQ","Finance","NA","NA",0,1.428188
"PFBC","Preferred Bank","NASDAQ","Finance",81.62,1093.11526244267,515.256,1.427495
"ZING","FTAC Zeus Acquisition Corp. Class A","NASDAQ","Finance","NA","NA",0,1.425803
"ROIV","Roivant Sciences Ltd.","NASDAQ","Healthcare",11.78,8711.56648343458,158.303,1.424525
"SANM","Sanmina Corporation","NASDAQ","Technology",69.36,3790.29130227456,7602.842,1.422299
"PDCE","PDC Energy, Inc.","NASDAQ","Energy","NA","NA",3802.282,1.420223
"ANNX","Annexon, Inc.","NASDAQ","Healthcare",6.11,645.54571692615,0,1.420024
"ALLK","Allakos, Inc.","NASDAQ","Healthcare",0.8,71.080567465433,0,1.419037
"SAL","Salisbury Bancorp, Inc.","NASDAQ","Finance","NA","NA",68.246,1.418588
"HSPO","Horizon Space Acquisition I Corporation","NASDAQ","Finance",11.185,87.6052888858335,0,1.418479
"CAN","Canaan Inc. Sponsored ADR Class A","NASDAQ","Technology",1.06,305.00343285677,189.341,1.416813
"TWCB","Bilander Acquisition Corp. Class A","NASDAQ","Finance","NA","NA",0,1.416029
"SCOR","comScore, Inc.","NASDAQ","Business Services",7.13,34.8631769197059,358.733,1.415447
"SONM","Sonim Technologies, Inc.","NASDAQ","Technology",2.49,12.0428249105117,69.288,1.415428
"MRNO","Murano Global Investments PLC","NASDAQ","Consumer Services",6.19,490.513395495007,0,1.413903
"GTBP","GT Biopharma Inc","NASDAQ","Healthcare",2.16,4.82614822491598,0,1.412969
"NAUT","Nautilus Biotechnolgy, Inc.","NASDAQ","Healthcare",2.64,331.085705905187,0,1.409274
"LEGH","Legacy Housing Corporation","NASDAQ","Consumer Cyclicals",27.05,657.760989043054,169.389,1.408928
"PANA","Panacea Acquisition Corp. II Class A","NASDAQ","Finance","NA","NA",0,1.403075
"LPTH","LightPath Technologies, Inc. Class A","NASDAQ","Industrials",1.37,53.1661848774311,32.776781,1.402277
"MLKN","MillerKnoll, Inc.","NASDAQ","Consumer Non-Cyclicals",29.98,2093.52675331233,3628.4,1.401355
"AMAL","Amalgamated Financial Corp","NASDAQ","Finance",32.15,985.191679029231,412.646,1.400712
"OSUR","OraSure Technologies, Inc.","NASDAQ","Healthcare",4.38,326.609188678929,273.535,1.399977
"SAFT","Safety Insurance Group, Inc.","NASDAQ","Finance",86.01,1276.17181540104,1022.989,1.397592
"IPA","ImmunoPrecise Antibodies Ltd.","NASDAQ","Healthcare",0.7933,21.3750710985857,18.1572388205016,1.396846
"TBLA","Taboola.com Ltd.","NASDAQ","Business Services",3.43,1151.37052541363,1625.86235526506,1.396288
"ICAD","iCAD, Inc.","NASDAQ","Healthcare",1.6,42.4640478739746,15.658,1.395899
"PLAO","Patria Latin American Opportunity Acquisition Corporation Class A","NASDAQ","Finance",11.53,118.660113638307,0,1.393746
"LMST","Limestone Bancorp, Inc.","NASDAQ","Finance","NA","NA",71.786,1.393532
"EXC","Exelon Corporation","NASDAQ","Utilities",37.97,37988.9166961648,22750,1.39251
"FTCI","FTC Solar, Inc.","NASDAQ","Industrials",0.2465,31.3958650739312,77.766,1.391193
"HIHO","Highway Holdings Limited","NASDAQ","Non-Energy Materials",1.8401,8.09979919004979,6.85300000000541,1.391097
"DIBS","1stdibs.com, Inc.","NASDAQ","Consumer Non-Cyclicals",4.85,192.511716108977,85.882,1.39106
"TSEM","Tower Semiconductor Ltd","NASDAQ","Technology",41.79,4641.60964995105,1394.1917872371,1.390496
"JMSB","John Marshall Bancorp, Inc.","NASDAQ","Finance",19.65,279.641167409476,91.45,1.388306
"CCCC","C4 Therapeutics, Inc.","NASDAQ","Healthcare",6.93,480.510618437962,29.378,1.388135
"CLFD","Clearfield, Inc.","NASDAQ","Technology",37.46,533.353356067251,169.618,1.38722
"NBTB","NBT Bancorp Inc.","NASDAQ","Finance",48.69,2296.77066832859,753.215,1.384855
